canal,iso3,delay_USD_piracy,lost_USD_piracy,revenue_USD_piracy,reroute_USD_piracy,war_premium_USD_piracy,shipping_price_USD_piracy,total_loss_USD_piracy,delay_USD_geopolitical,lost_USD_geopolitical,revenue_USD_geopolitical,reroute_USD_geopolitical,war_premium_USD_geopolitical,shipping_price_USD_geopolitical,total_loss_USD_geopolitical,delay_USD_blockage,lost_USD_blockage,revenue_USD_blockage,reroute_USD_blockage,war_premium_USD_blockage,shipping_price_USD_blockage,total_loss_USD_blockage,delay_USD_drought,lost_USD_drought,revenue_USD_drought,reroute_USD_drought,war_premium_USD_drought,shipping_price_USD_drought,total_loss_USD_drought,delay_USD_EQ,lost_USD_EQ,revenue_USD_EQ,reroute_USD_EQ,war_premium_USD_EQ,shipping_price_USD_EQ,total_loss_USD_EQ,delay_USD_TC,lost_USD_TC,revenue_USD_TC,reroute_USD_TC,war_premium_USD_TC,shipping_price_USD_TC,total_loss_USD_TC,delay_USD_terrorist,lost_USD_terrorist,revenue_USD_terrorist,reroute_USD_terrorist,war_premium_USD_terrorist,shipping_price_USD_terrorist,total_loss_USD_terrorist,delay_USD_conflict,lost_USD_conflict,revenue_USD_conflict,reroute_USD_conflict,war_premium_USD_conflict,shipping_price_USD_conflict,total_loss_USD_conflict,total_loss_USD,total_delay_USD,total_rerouting_USD,total_lost_USD,total_revenue_USD,total_war_premium_USD,total_shipping_price_USD
South China Sea,NZL,0.014076129518746136,2463.322665780575,36949839.98670862,19068069.002894457,19266702.278783776,28602103.504341684,103889178.10947046,0.07038064759373071,26392.74284764901,395891142.71473515,204300739.31672627,240833778.4847972,306451108.97508943,1147503162.3045764,0.06334258283435762,2375.346856288411,35630202.84432616,18387066.538505364,173400320.509054,27580599.80775805,255000565.10984242,,0.0,0.0,0.0,,0.0,0.0,0.015835645708589405,72250.13354543918,1083752003.1815875,559273273.8795382,10837520.031815875,838909910.8193073,2492844958.06163,0.19490025487494653,7308.759557810494,109631393.3671574,56575589.34924727,133384861.93004154,84863384.0238709,384462537.6247752,0.01447830464785317,1809.7880809816463,27146821.214724697,14009193.553146943,29725769.23012354,21013790.329720415,91897384.13027489,0.02303366648522095,2879.2083106526193,43188124.65978929,22287353.380006503,126109324.00658473,33431030.070009753,225018711.34773463,4700616496.688303,0.39604723166344447,893901285.020065,115479.30186460195,1732189527.969029,733558276.4712007,1340851927.5300975
Taiwan Strait,NZL,0.0052067571564711115,1457.8920038119113,21868380.057178665,6697529.535750335,11402798.172671733,10046294.303625502,50016459.9664368,0.03471171437647407,20827.02862588444,312405429.38826656,95678993.36786193,190046636.21119553,143518490.0517929,741670376.0824544,0.03471171437647407,2082.702862588444,31240542.938826658,9567899.336786192,152037308.9689564,14351849.005179288,207199682.98732287,,0.0,0.0,0.0,,0.0,0.0,0.006942342875294815,50679.10298965214,760186544.8447821,232818883.8617974,7601865.448447822,349228325.7926961,1349886299.0576553,0.06942342875294814,4165.405725176888,62481085.877653316,19135798.673572384,76018654.4844782,28703698.010358576,186343402.5212111,0.006942342875294815,1388.4685750589626,20827028.62588444,6378599.557857462,22805596.345343463,9567899.336786194,59580512.34138896,0.010413514312942223,2082.7028625884445,31240542.938826665,9567899.336786194,91222385.38137387,14351849.00517929,146384759.37544212,2741081492.3319116,0.16835181472589925,379845603.6704119,82683.30364476121,1240249554.6714184,551135245.012467,569768405.5056179
Panama Canal,CHL,0.04628189447618338,4984.204020512057,74763060.30768085,58780960.466457635,38983595.73186215,88171440.69968645,260704041.45598948,0.11019498684805563,25429.612349551302,381444185.2432695,299902859.5227429,232045212.68965566,449854289.28411436,1363271976.462327,0.23140947238091691,5340.218593405774,80103278.9010866,62979600.49977602,389835957.3186215,94469400.74966404,627393577.9191511,0.0076365125885702574,14685.601131865878,220284016.97798818,173193901.37438408,3216146.6478786278,259790852.06157613,656499602.6705954,0.0370255155809467,103956.25528496572,1559343829.274486,1226002889.7289734,15593438.29274486,1839004334.59346,4640048448.181974,0.7405103116189341,17088.699498898473,256330492.48347715,201534721.59928325,311868765.8548972,302302082.3989249,1072053151.7765915,0.03702551558094671,2848.116583149747,42721748.7472462,33589120.26654722,46780314.87823459,50383680.39982083,173477712.44545752,0.05289359368706672,4068.7379759282085,61031069.63892314,47984457.523638874,178210723.34565553,71976686.28545831,359207005.5845454,9152655516.496632,1.2629778027616203,2103968510.9818034,178401.44543827715,2676021681.5741577,1216534154.75955,3155952766.472705
Gibraltar Strait,CHL,,0.0,0.0,0.0,,0.0,0.0,0.014526087611485048,10894.565708613787,163418485.62920678,43949938.654408365,99412912.0911008,65924907.98161255,372717138.9365632,0.029052175222970097,2178.9131417227572,32683697.125841353,8789987.730881672,159060659.34576127,13184981.596322509,213721504.74100068,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.014526087611485048,1089.4565708613786,16341848.562920677,4394993.865440836,19882582.41822016,6592490.798161254,47213005.11583987,0.00290521752229701,726.3043805742525,10894565.708613785,2929995.9102938916,11929549.450932097,4394993.865440837,30149831.242566403,0.004150310746138585,1037.5776865346463,15563665.29801969,4185708.4432769865,45445902.67021751,6278562.66491548,71474876.65826651,735276356.6942366,0.06515987871437579,64250624.60430176,15926.817488306824,238902262.32460228,335731605.9762318,96375936.90645263
Panama Canal,COL,0.03127236693321752,3367.7933620388103,50516900.43058215,44576673.601695836,26340955.224517837,66865010.40254375,188302907.48397398,0.07445801650766076,17182.619194075556,257739287.91113335,227432008.1719175,156791400.1459395,341148012.2578763,983127891.1805187,0.15636183466608758,3608.350030755868,54125250.461338006,47760721.71610268,263409552.24517834,71641082.57415402,436940215.5031656,0.005159940543980892,9922.962584578638,148844438.76867956,131341984.71928239,2173128.8060227213,197012977.07892358,479382452.34065276,0.025017893546574015,70242.5472653809,1053638208.9807134,929742049.406799,10536382.089807134,1394613074.1101985,3388599957.159801,0.5003578709314803,11546.720098418777,173200801.47628164,152834309.4915286,210727641.7961427,229251464.2372929,766025764.2217021,0.025017893546574018,1924.4533497364632,28866800.246046945,25472384.915254768,31609146.269421406,38208577.37288215,124158833.28197291,0.03573984792367716,2749.2190710520895,41238286.06578134,36389121.30750681,120415795.31208153,54583681.961260214,252629633.9014408,6619167655.073228,0.8533856645992522,1595549253.3300874,120544.66495603712,1808169974.3405564,822004001.8891112,2393323879.9951315
Gibraltar Strait,COL,,0.0,0.0,0.0,,0.0,0.0,0.009114442765753806,6835.8320743153545,102537481.11473031,24813240.22479085,62376967.67812762,37219860.33718628,226954385.19602382,0.018228885531507612,1367.1664148630707,20507496.222946063,4962648.04495817,99803148.28500417,7443972.067437254,132718631.8049894,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.009114442765753806,683.5832074315354,10253748.111473031,2481324.022479085,12475393.535625521,3721986.033718627,28933135.29561814,0.0018228885531507615,455.7221382876903,6835832.074315354,1654216.0149860568,7485236.121375313,2481324.0224790853,18457063.957116984,0.002604126504501087,651.0316261252718,9765474.391879076,2363165.735694366,28515185.224286903,3544748.6035415493,44189224.989632145,451252441.2433804,0.04088478612066707,36274594.04290852,9993.335461022923,149900031.91534382,210655930.84441954,54411891.064362794
Panama Canal,PER,0.027746550168895493,2988.090018188746,44821350.27283117,37758986.56944792,23371132.64226197,56638479.85417188,162592937.45647767,0.0660632146878464,15245.35723565686,228680358.5348529,192647890.66044852,139113884.77536887,288971835.99067277,849429215.3846419,0.13873275084447745,3201.525019487941,48022875.29231911,40456057.03869419,233711326.4226197,60684085.55804128,382877545.9754265,0.004578180777867756,8804.19380359184,132062907.05387758,111254156.85640906,1928118.4429866127,166881235.28461358,412135221.8362686,0.022197240135116397,62323.02037936526,934845305.6904788,787544577.0199137,9348453.056904789,1181316865.5298705,2913117524.3397446,0.4439448027023279,10244.880062361413,153673200.93542117,129459382.52382143,186969061.13809577,194189073.78573215,664300963.7070776,0.022197240135116397,1707.4800103935688,25612200.155903533,21576563.75397024,28045359.17071437,32364845.63095536,107600676.21375114,0.031710343050166276,2439.257157705098,36588857.36557647,30823662.505671766,106839463.50748329,46235493.75850765,220489916.4261072,5712544001.339496,0.757170322501814,1351521276.9283767,106953.80368675073,1604307055.301261,729326799.1564354,2027281915.3925655
Gibraltar Strait,PER,,0.0,0.0,0.0,,0.0,0.0,0.006862538245750301,5146.903684312726,77203555.26469088,20679201.870952666,46965496.11935362,31018802.806429,175872202.97197303,0.013725076491500602,1029.380736862545,15440711.052938176,4135840.3741905326,75144793.7909658,6203760.561285799,100926135.17384224,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.006862538245750301,514.6903684312725,7720355.526469088,2067920.1870952663,9393099.223870724,3101880.2806428997,22283769.91530895,0.0013725076491500603,343.1269122875151,5146903.684312725,1378613.4580635112,5635859.534322434,2067920.1870952668,14229639.992078733,0.0019607252130715144,490.1813032678787,7352719.549018179,1969447.7972335871,21469941.083133083,2954171.6958503807,33746770.308499224,347058518.36170214,0.030783385845222777,30231023.68753556,7524.283005161937,112864245.07742904,158609189.75164565,45346535.531303346
Panama Canal,VEN,0.004143606794498196,446.2345778690365,6693518.668035548,5471342.254328548,3490191.876904249,8207013.3814928215,23862512.41948264,0.00986573046309094,2276.7070299440634,34150605.44916095,27915011.501676258,20774951.64823958,41872517.252514385,124715362.56848684,0.020718033972490977,478.1084762882533,7171627.144323799,5862152.415352015,34901918.76904249,8793228.623028021,56729405.08094065,0.0006836951210922024,1314.7983097926967,19721974.64689045,16120919.142218046,287940.8298446006,24181378.71332707,60313528.13127366,0.0033148854355985564,9307.178338411331,139607675.07616997,114116567.01885255,1396076.7507616996,171174850.52827883,426304476.55571634,0.06629770871197113,1529.9471241224105,22949206.861836158,18758887.72912645,27921535.015233994,28138331.593689673,97769491.2133081,0.0033148854355985573,254.9911873537351,3824867.810306026,3126481.288187742,4188230.2522851,4689721.932281612,15829556.277562719,0.004735550622283652,364.2731247910501,5464096.871865752,4466401.840268201,15955162.865847996,6699602.760402301,32585628.61624459,838109960.8630155,0.11307409655662422,195837763.1900098,15972.238168572578,239583572.52858862,108916008.0081597,293756644.78501475
Gibraltar Strait,VEN,,0.0,0.0,0.0,,0.0,0.0,0.0012877314336075748,965.7985752056811,14486978.628085218,3542817.6388111706,8812911.998751841,5314226.458216756,32157900.523727924,0.0025754628672151497,193.15971504113622,2897395.7256170437,708563.5277622341,14100659.198002947,1062845.291643351,18769656.90531608,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0012877314336075748,96.57985752056811,1448697.8628085218,354281.76388111705,1762582.3997503684,531422.6458216755,4097081.2534069354,0.000257546286721515,64.38657168037874,965798.5752056814,236187.8425874114,1057549.439850221,354281.7638811171,2613882.0083536576,0.00036792326674502134,91.98081668625535,1379712.2502938302,337411.2036963019,4028759.7708579847,506116.80554445286,6252092.011577179,63890612.70238178,0.005776395287896836,5179261.976738235,1411.9055361340195,21178583.042010292,29762462.807213366,7768892.9651073525
Panama Canal,ECU,0.009645714612398167,1038.769265950572,15581538.989258578,13588683.049164742,8124659.615827687,20383024.573747113,57678945.00690979,0.022965987172376585,5299.843193625366,79497647.9043805,69330015.55696295,48361069.14183147,103995023.33544442,301189055.80477893,0.04822857306199084,1112.967070661327,16694506.059919903,14559303.266962219,81246596.15827687,21838954.90044333,134340473.40090156,0.0015915429110456977,3060.65944431865,45909891.664779745,40038083.98414611,670284.4183057842,60057125.97621916,146678446.70448667,0.007716571689918533,21665.758975540502,324986384.6331075,283421103.59686464,3249863.846331075,425131655.39529693,1036810673.2382923,0.15433143379837067,3561.4946261162463,53422419.3917437,46589770.45427911,64997276.9266215,69884655.68141866,234897684.10302052,0.007716571689918535,593.5824376860411,8903736.565290617,7764961.742379852,9749591.538993226,11647442.613569777,38066326.050387725,0.011023673842740762,847.9749109800586,12719623.66470088,11092802.489114076,37141301.10092657,16639203.733671114,77593778.9743473,2027255383.2831247,0.2632200687787598,486384724.13987374,37181.04992487877,557715748.8731815,253540642.74711418,729577086.2098104
Gibraltar Strait,ECU,,0.0,0.0,0.0,,0.0,0.0,0.003920234795865239,2940.1760968989292,44102641.45348393,12083958.876703078,26829106.884202726,18125938.315054618,101144585.70946148,0.007840469591730478,588.0352193797858,8820528.290696785,2416791.7753406153,42926571.01472436,3625187.663010923,57789666.786832534,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.003920234795865239,294.0176096898929,4410264.145348392,1208395.8876703077,5365821.376840545,1812593.8315054616,12797369.26289463,0.0007840469591730479,196.0117397932619,2940176.0968989288,805597.2584468718,3219492.8261043276,1208395.8876703077,8173858.081644275,0.0011200670845329253,280.0167711332313,4200251.56699847,1150853.2263526737,12264734.57563553,1726279.8395290105,19342399.226406883,199247879.0672398,0.017585053227166927,17665597.024513546,4298.257436895101,64473861.553426504,90605726.67750749,26498395.536770325
Bab el-Mandeb Strait,KEN,0.0024819208770667854,579.1148713155834,8686723.06973375,3805376.846809339,4529505.600646884,5708065.270214008,22730249.904757217,0.014196587416822016,8754.562240373578,131318433.60560367,57526425.41848061,64771930.08925045,86289638.12772092,339915181.8174926,0.02150998093457881,1075.4990467289406,16132485.700934106,7067128.429788773,78511430.41121267,10600692.64468316,112312812.7071754,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.022251704415081532,1112.5852207540763,16688778.311311146,7310822.513574595,20304680.2787619,10966233.770361893,55271627.48148199,0.0035849968224298022,597.499470404967,8962492.056074506,3926182.460993764,9813928.801401583,5889273.691490646,28592474.5130159,0.009218563257676634,1536.4272096127725,23046408.144191585,10095897.756841104,67295511.78103945,15143846.635261657,115583200.75376196,674405547.1776851,0.07324375372365557,89731833.42648819,13655.688059189917,204835320.88784876,245226986.96231294,134597750.1397323
Suez Canal,KEN,0.0028590687135547172,444.7440221085116,6671160.331627675,3860965.908414308,3478533.6014915737,5791448.862621462,19802553.451036196,0.014295343567773585,5876.974577862474,88154618.66793713,51019906.64690335,43481670.01864466,76529859.97035503,259191932.29271337,0.014295343567773587,476.51145225911955,7147671.783886794,4136749.187586758,34785336.014915735,6205123.7813801365,52275357.29351703,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0024991859384219557,83.3061979473985,1249592.9692109777,723207.8999277547,1520338.1125400232,1084811.8498916319,4578034.140267521,0.004611401150894705,512.3779056549673,7685668.58482451,4448117.406007267,8415807.100382838,6672176.109010899,27222281.58274257,0.005718137427109435,635.3486030121595,9530229.045182392,5515665.583449011,27828268.811932594,8273498.375173517,51148297.17005866,414218455.93033534,0.044278480365527985,69704612.63228844,8029.26275884463,120438941.3826695,119509953.65990742,104556918.94843268
Cape of Good Hope,KEN,0.0,1543.8617448366322,23157926.17254948,0.0,12075204.361400796,0.0,35234674.39569511,0.0,4962.412751260603,74436191.26890902,0.0,45282016.355252996,0.0,119723170.03691328,0.0,992.4825502521206,14887238.253781805,0.0,72451226.16840479,0.0,87339456.90473685,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,2481.206375630301,37218095.63445451,0.0,45282016.35525299,0.0,82502593.19608313,0.0,661.6550335014138,9924825.502521204,0.0,10867683.92526072,0.0,20793171.082815424,0.0,1654.1375837535343,24812063.75630301,0.0,72451226.16840479,0.0,97264944.06229155,442858009.67853534,0.0,0.0,12295.756039234606,184436340.58851904,258409373.33397707,0.0
Bab el-Mandeb Strait,GHA,0.002158836663216791,503.7285547505845,7555928.321258768,2767559.0591545575,3939876.910370643,4151338.5887318365,18415206.61022939,0.012348545713600044,7614.936523386696,114224047.85080041,41837585.662819326,56340239.8183002,62756378.49422899,275165866.77502084,0.018709917747878856,935.4958873939427,14032438.310909139,5139752.538429894,68291199.77975781,7709628.80764484,95173954.951339,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.01935508732539192,967.754366269596,14516315.494043937,5316985.384582647,17661517.184420127,7975478.076873971,45471263.91364204,0.0031183196246464765,519.7199374410794,7795799.06161619,2855418.0769054964,8536399.972469728,4283127.115358245,23471263.94940542,0.008018536177662367,1336.4226962770615,20046340.444155913,7342503.62632842,58535314.09693528,11013755.43949263,96939250.03762706,554636806.2372638,0.06370924325239646,65259804.34822033,11878.057965518958,178170869.48278436,213304547.7622538,97889706.52233052
Suez Canal,GHA,0.0022373189582057876,348.0273934986782,5220410.902480171,3422072.320848081,2722071.3991503753,5133108.481272121,16498011.133381564,0.011186594791028938,4598.933414089674,68984001.2113451,45220241.38263534,34025892.48937969,67830362.073953,216065096.10191384,0.01118659479102894,372.886493034298,5593297.39551447,3666506.058051514,27220713.991503753,5499759.087077271,41980649.42982663,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0019556983900400242,65.18994633466747,977849.1950200119,640997.5625964184,1189716.5206076812,961496.3438946276,3770124.8140207725,0.0036085789648480446,400.9532183164494,6014298.274746741,3942479.632313456,6585656.610847681,5913719.448470184,22456554.923204955,0.004474637916411577,497.1819907123973,7457729.860685959,4888674.744068686,21776571.193203006,7333012.116103029,41456485.10052603,342226921.5028738,0.03464942381156331,61780971.70051348,6283.172455986164,94247586.83979246,93520622.20469218,92671457.55077024
Cape of Good Hope,GHA,0.0,1522.882475672308,22843237.13508462,0.0,11911116.506151265,0.0,34755876.52371156,0.0,4894.979386089561,73424690.79134342,0.0,44666686.89806725,0.0,118096272.66879676,0.0,978.9958772179122,14684938.158268683,0.0,71466699.0369076,0.0,86152616.1910535,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,2447.4896930447803,36712345.3956717,0.0,44666686.89806724,0.0,81381479.78343199,0.0,652.6639181452749,9789958.772179123,0.0,10720004.85553614,0.0,20510616.29163341,0.0,1631.6597953631867,24474896.930447806,0.0,71466699.0369076,0.0,95943227.62715077,436840089.08577806,0.0,0.0,12128.671145533024,181930067.18299538,254897893.2316371,0.0
Bab el-Mandeb Strait,TZA,0.0014621252855454368,341.1625666272686,5117438.499409029,1913223.7018080072,2668378.6461204225,2869835.5527120107,12569217.564078221,0.008363356633319899,5157.403257213939,77361048.85820906,28922476.017903328,38157814.639522046,43383714.02685499,187830210.95411,0.012671752474727118,633.587623736356,9503814.356045337,3553129.7319291555,46251896.53275399,5329694.5978937335,64639168.81891771,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.013108709456614263,655.4354728307131,9831532.092460698,3675651.446823264,11961697.379160516,5513477.170234896,30983013.537260912,0.002111958745787854,351.9931242979756,5279896.864469633,1973960.9621828645,5781487.066594249,2960941.443274297,15996638.3317573,0.005430751060597338,905.1251767662229,13576877.651493344,5075899.617041651,39644482.74236057,7613849.425562477,65912014.56706556,377930263.77318966,0.043148653656591915,45114341.47768827,8044.707221472476,120670608.3220871,144465757.00651178,67671512.2165324
Suez Canal,TZA,0.001633456749473156,254.09327214026877,3811399.0821040305,2172608.5706202877,1987372.378525673,3258912.8559304317,11230546.982086021,0.00816728374736578,3357.6610961392644,50364916.44208897,28709470.397482373,24842154.73157091,43064205.59622356,146984104.83662924,0.008167283747365781,272.24279157885934,4083641.873682889,2327794.897093165,19873723.78525673,3491692.3456397476,29777125.15263139,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0014278468089800314,47.594893632667706,713923.4044900155,406957.1498414623,868606.8087961855,610435.7247621935,2599970.684211336,0.0026346076604405744,292.7341844933971,4391012.767400957,2503005.2656915756,4808158.9803040465,3754507.8985373634,15456977.648753043,0.0032669134989463124,362.9903887718125,5444855.831577186,3103726.529457554,15898979.028205385,4655589.794186331,29103514.177082144,235152239.48139322,0.025297392212571636,39223562.81018642,4587.31662675627,68809749.40134405,68278995.71265894,58835344.21527963
Cape of Good Hope,TZA,0.0,938.6741472232948,14080112.208349423,0.0,7341772.794353626,0.0,21422823.676850274,0.0,3017.166901789162,45257503.52683742,0.0,27531647.978826102,0.0,72792168.67256531,0.0,603.4333803578323,9051500.705367483,0.0,44050636.76612176,0.0,53102740.9048696,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1508.5834508945807,22628751.763418708,0.0,27531647.9788261,0.0,50161908.3256957,0.0,402.28892023855497,6034333.803578324,0.0,6607595.514918264,0.0,12642331.607416827,0.0,1005.7223005963873,15085834.508945808,0.0,44050636.76612176,0.0,59137476.997368164,269259450.1847659,0.0,0.0,7475.869101099812,112138036.51649715,157113937.7991676,0.0
Suez Canal,MAR,0.009445522740345696,1469.3035373871087,22039553.06080663,12641712.809866598,11492052.667420598,18962569.214799896,65137357.065876625,0.04722761370172848,19415.79674404393,291236951.16065896,167051204.98752287,143650658.34275746,250576807.48128432,852535037.8161952,0.04722761370172849,1574.253790057616,23613806.850864243,13544692.296285639,114920526.67420597,20317038.44442846,172397638.56680197,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.008256575821980503,275.2191940660167,4128287.910990251,2367953.198651335,5022750.291704806,3551929.797977003,15071196.426774036,0.01523471409733177,1692.746010814641,25391190.162219614,14564185.264823271,27803353.227630477,21846277.897234906,89606699.31315379,0.0188910454806914,2099.005053410155,31485075.801152326,18059589.728380855,91936421.3393648,27089384.59257128,168572570.4854137,1363320499.6742153,0.14628308554380637,228229338.28553057,26526.32432977947,397894864.946692,394825762.54308414,342344007.42829585
Gibraltar Strait,MAR,,0.0,0.0,0.0,,0.0,0.0,0.007771700464210044,5828.775348157533,87431630.22236298,24424419.53938132,53187575.05193749,36636629.30907198,201686082.90587363,0.015543400928420088,1165.7550696315063,17486326.044472598,4884883.907876264,85100120.08309998,7327325.861814396,114799821.66787626,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.007771700464210044,582.8775348157532,8743163.022236299,2442441.953938132,10637515.010387497,3663662.930907198,25487365.802775644,0.001554340092842009,388.5850232105022,5828775.3481575325,1628294.6359587547,6382509.006232499,2442441.953938132,16282409.530864468,0.0022204858469171552,555.1214617292889,8326821.925939331,2326135.1942267925,24314320.023742847,3489202.791340189,38457035.05893137,396712714.96632135,0.03486162779659934,35706175.23138127,8521.114437544584,127816716.56316875,179622039.17540032,53559262.84707189
Bab el-Mandeb Strait,MAR,0.0019379714623901038,452.1933412243576,6782900.118365365,2773783.300374694,3536797.9188619396,4160674.9505620413,17254608.483443238,0.011085196764871394,6835.871338337361,102538070.07506041,41931678.406521454,50576210.239725746,62897517.60978218,257950312.2135133,0.016795752674047572,839.7876337023782,12596814.505535675,5151311.843553003,61304497.26027362,7726967.765329504,86780431.17912126,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.017374916559359556,868.7458279679778,13031187.419519665,5328943.286434143,15854611.360415595,7993414.929651214,42209025.759223506,0.0027992921123412614,466.5486853902102,6998230.280853154,2861839.913085002,7663062.157534204,4292759.869627503,21816358.772584546,0.007198179717448959,1199.6966195748264,17995449.293622397,7359016.919361434,52546711.9373774,11038525.37904215,88940903.23322114,514951639.6411071,0.05719130929045885,65406573.669329725,10662.84344619711,159942651.6929567,191481890.87418848,98109860.5039946
Suez Canal,DZA,0.007302551859645078,1135.9525115003455,17039287.672505185,9707754.49461335,8884771.429234846,14561631.741920024,50194581.298087455,0.03651275929822538,15010.801044825992,225162015.6723899,128281041.53596209,111059642.86543557,192421562.30394313,656939273.2152883,0.03651275929822539,1217.091976607513,18256379.649112694,10401165.529942874,88847714.29234846,15601748.29491431,133108224.8948077,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.00638334952766178,212.778317588726,3191674.7638308904,1818385.5821578447,3883204.29599425,2727578.373236767,11621055.79992069,0.011778309451040449,1308.7010501156053,19630515.751734078,11184048.956927821,21495414.748148818,16776073.435391732,69087361.60503086,0.01460510371929016,1622.7893021433508,24341839.532150265,13868220.706590502,71078171.43387878,20802331.05988575,130092185.53641255,1051042682.3495476,0.11309483315408825,175260616.8061945,20508.114202781533,307621713.041723,305248919.0650407,262890925.2092917
Gibraltar Strait,DZA,,0.0,0.0,0.0,,0.0,0.0,0.005267051248710766,3950.288436533075,59254326.547996126,16616006.952990243,36046381.983364314,24924010.429485366,136844676.20753962,0.010534102497421533,790.0576873066149,11850865.309599224,3323201.390598048,57674211.17338291,4984802.085897072,77833870.02769867,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.005267051248710766,395.02884365330743,5925432.654799612,1661600.695299024,7209276.3966728635,2492401.042948536,17289105.82383074,0.0010534102497421535,263.3525624355383,3950288.4365330758,1107733.7968660162,4325565.838003718,1661600.6952990242,11045452.12031768,0.001504871785345933,376.21794633648335,5643269.19504725,1582476.8526657373,16478346.049537972,2373715.278998606,26078183.59570077,269091287.7750875,0.023626487029931153,24291019.68841907,5774.945476265019,86624182.14397529,121733781.44096178,36436529.5326286
Bab el-Mandeb Strait,DZA,0.0012990609220668184,303.1142151489244,4546713.227233864,1679036.6825972123,2370786.182771944,2518555.0238958183,11115394.232013049,0.007430628474222201,4582.220892437025,68733313.38655537,25382237.39320528,33902242.4136388,38073356.08980792,166095731.51153043,0.01125852799124576,562.926399562288,8443895.99343432,3118210.9819662506,41093627.168047026,4677316.472949376,57333613.554055065,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.011646753094392167,582.3376547196083,8735064.820794124,3225735.4985857764,10627662.198632853,4838603.247878665,27427648.11519289,0.0018764213318742935,312.7368886457156,4691053.329685734,1732339.4344256953,5136703.396005878,2598509.1516385432,14158918.050520917,0.004825083424819612,804.1805708032687,12062708.56204903,4454587.117094643,35223109.001183175,6681880.675641965,58423089.5413647,334554395.00467706,0.038336475238620854,39592147.107874855,7147.51662131683,107212749.31975244,128354130.36027966,59388220.66181229
Suez Canal,TUN,0.00242157025028328,376.68870559962136,5650330.58399432,3078794.259044013,2946243.8045113236,4618191.388566019,16293936.727242844,0.012107851251416397,4977.672181137854,74665082.71706778,40684066.99451017,36828047.556391545,61026100.491765246,213208275.44402373,0.0121078512514164,403.59504171387994,6053925.625708199,3298708.1346900132,29462438.045113236,4948062.20203502,43763537.61469603,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0021167572117860834,70.55857372620278,1058378.6058930417,576697.2263444079,1287693.9705032008,865045.8395166118,3787886.2029477456,0.0039057584681988387,433.9731631332042,6509597.4469980635,3546997.994290337,7128009.204462879,5320496.991435505,22505535.614255678,0.0048431405005665605,538.1267222851733,8071900.8342776,4398277.512920018,23569950.436090592,6597416.269380027,42638083.18423366,342197254.7873997,0.03750292893366756,55583542.12179896,6800.614387595935,102009215.81393899,101222383.01707278,83375313.18269843
Gibraltar Strait,TUN,,0.0,0.0,0.0,,0.0,0.0,0.0025034174983110205,1877.5631237332648,28163446.855998974,7816156.88423737,17132763.504066046,11724235.326356055,64838480.13628559,0.005006834996622041,375.512624746653,5632689.371199795,1563231.376847474,27412421.60650567,2344847.065271211,36953564.937455736,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0025034174983110205,187.7563123733265,2816344.6855998975,781615.688423737,3426552.7008132087,1172423.5326356054,8197124.366288239,0.000500683499662204,125.170874915551,1877563.123733265,521077.12561582477,2055931.6204879256,781615.6884237372,5236312.729636352,0.000715262142374577,178.81553559364426,2682233.033904664,744395.8937368924,7832120.459001619,1116593.8406053386,12375522.043499371,127601004.21316528,0.011229615635280863,11426476.968861297,2744.8184713624396,41172277.070436604,57859789.89087446,17139715.45329195
